h,s,v
110.0,137.0,95.0
110.0,137.0,95.0
109.0,142.0,95.0
109.0,150.0,97.0
109.0,156.0,98.0
110.0,152.0,97.0
110.0,154.0,96.0
109.0,159.0,96.0
110.0,156.0,95.0
110.0,156.0,95.0
110.0,156.0,95.0
109.0,161.0,98.0
109.0,167.0,101.0
107.0,170.0,99.0
108.0,133.0,100.0
109.0,134.0,101.0
110.0,140.0,102.0
110.0,140.0,100.0
110.0,133.0,98.0
110.0,131.0,99.0
108.0,135.0,98.0
109.0,139.0,97.0
109.0,141.0,96.0
110.0,135.0,96.0
110.0,135.0,96.0
110.0,137.0,95.0
109.0,142.0,95.0
109.0,150.0,97.0
109.0,155.0,99.0
110.0,152.0,97.0
110.0,157.0,94.0
109.0,163.0,94.0
110.0,157.0,94.0
110.0,156.0,95.0
110.0,156.0,95.0
109.0,165.0,96.0
109.0,172.0,98.0
107.0,175.0,96.0
109.0,125.0,98.0
110.0,131.0,99.0
110.0,131.0,99.0
109.0,137.0,99.0
108.0,137.0,97.0
108.0,137.0,97.0
108.0,138.0,96.0
108.0,140.0,95.0
110.0,137.0,95.0
108.0,138.0,96.0
108.0,138.0,96.0
108.0,140.0,95.0
108.0,141.0,94.0
109.0,141.0,96.0
110.0,149.0,99.0
109.0,150.0,97.0
109.0,147.0,92.0
110.0,151.0,93.0
110.0,157.0,94.0
108.0,160.0,94.0
108.0,163.0,94.0
109.0,165.0,94.0
110.0,170.0,96.0
109.0,168.0,94.0
109.0,125.0,98.0
110.0,130.0,100.0
110.0,131.0,99.0
109.0,138.0,98.0
108.0,135.0,98.0
108.0,137.0,97.0
108.0,138.0,96.0
108.0,138.0,96.0
110.0,135.0,96.0
108.0,138.0,96.0
108.0,138.0,96.0
108.0,138.0,96.0
108.0,138.0,96.0
109.0,141.0,96.0
110.0,154.0,96.0
109.0,151.0,96.0
109.0,144.0,94.0
110.0,151.0,93.0
110.0,157.0,94.0
108.0,162.0,93.0
108.0,165.0,93.0
109.0,167.0,93.0
110.0,175.0,93.0
109.0,172.0,92.0
110.0,128.0,100.0
110.0,130.0,100.0
111.0,135.0,100.0
110.0,133.0,98.0
109.0,129.0,95.0
108.0,137.0,97.0
109.0,138.0,98.0
109.0,139.0,97.0
110.0,143.0,98.0
109.0,148.0,98.0
109.0,148.0,98.0
109.0,147.0,99.0
109.0,145.0,97.0
109.0,141.0,96.0
110.0,138.0,94.0
110.0,141.0,92.0
110.0,149.0,94.0
109.0,155.0,94.0
109.0,156.0,93.0
109.0,156.0,90.0
107.0,161.0,90.0
109.0,161.0,90.0
109.0,165.0,88.0
110.0,168.0,88.0
110.0,128.0,100.0
110.0,130.0,100.0
111.0,135.0,100.0
110.0,133.0,98.0
109.0,128.0,96.0
108.0,138.0,96.0
109.0,139.0,97.0
109.0,141.0,96.0
110.0,146.0,96.0
109.0,153.0,95.0
109.0,151.0,96.0
109.0,151.0,96.0
109.0,148.0,95.0
109.0,144.0,94.0
110.0,140.0,93.0
110.0,141.0,92.0
110.0,152.0,92.0
109.0,158.0,92.0
109.0,160.0,91.0
109.0,158.0,89.0
107.0,163.0,89.0
109.0,163.0,89.0
109.0,169.0,86.0
110.0,172.0,86.0
109.0,126.0,97.0
110.0,130.0,100.0
110.0,133.0,98.0
110.0,133.0,96.0
110.0,134.0,97.0
109.0,139.0,97.0
109.0,141.0,96.0
109.0,141.0,96.0
110.0,146.0,96.0
109.0,151.0,96.0
109.0,151.0,96.0
109.0,149.0,94.0
109.0,145.0,93.0
108.0,146.0,91.0
108.0,151.0,91.0
109.0,152.0,92.0
110.0,146.0,89.0
110.0,156.0,90.0
110.0,159.0,90.0
109.0,163.0,89.0
109.0,157.0,86.0
109.0,159.0,85.0
109.0,163.0,83.0
107.0,159.0,80.0
109.0,124.0,99.0
110.0,131.0,99.0
110.0,133.0,98.0
110.0,133.0,96.0
110.0,137.0,95.0
109.0,144.0,94.0
109.0,144.0,94.0
109.0,142.0,95.0
110.0,148.0,95.0
109.0,153.0,95.0
109.0,153.0,95.0
109.0,151.0,93.0
109.0,147.0,92.0
108.0,146.0,91.0
108.0,153.0,90.0
109.0,156.0,90.0
110.0,148.0,88.0
110.0,158.0,89.0
110.0,160.0,89.0
109.0,167.0,87.0
109.0,161.0,84.0
109.0,161.0,84.0
109.0,163.0,83.0
107.0,159.0,80.0
111.0,130.0,98.0
110.0,129.0,97.0
110.0,133.0,96.0
108.0,138.0,96.0
110.0,137.0,95.0
109.0,142.0,95.0
110.0,137.0,93.0
110.0,138.0,94.0
109.0,145.0,93.0
110.0,148.0,95.0
109.0,153.0,95.0
108.0,160.0,94.0
108.0,162.0,93.0
108.0,164.0,92.0
109.0,160.0,91.0
109.0,161.0,90.0
110.0,164.0,90.0
110.0,166.0,89.0
109.0,172.0,89.0
108.0,173.0,87.0
109.0,165.0,82.0
109.0,171.0,85.0
109.0,173.0,84.0
109.0,171.0,82.0
111.0,131.0,97.0
110.0,130.0,96.0
110.0,134.0,95.0
108.0,140.0,95.0
110.0,135.0,96.0
109.0,142.0,95.0
110.0,139.0,92.0
110.0,141.0,92.0
109.0,149.0,91.0
110.0,151.0,93.0
109.0,158.0,92.0
108.0,165.0,91.0
108.0,165.0,91.0
108.0,167.0,90.0
109.0,163.0,89.0
109.0,165.0,88.0
110.0,168.0,88.0
110.0,170.0,87.0
109.0,178.0,86.0
108.0,177.0,85.0
109.0,165.0,82.0
109.0,177.0,82.0
109.0,177.0,82.0
109.0,178.0,79.0
110.0,130.0,96.0
110.0,132.0,95.0
109.0,132.0,93.0
108.0,140.0,95.0
109.0,146.0,96.0
109.0,144.0,94.0
109.0,147.0,92.0
110.0,143.0,91.0
110.0,144.0,90.0
109.0,150.0,90.0
109.0,156.0,90.0
109.0,158.0,89.0
109.0,160.0,91.0
108.0,169.0,89.0
110.0,166.0,89.0
109.0,167.0,87.0
110.0,172.0,86.0
109.0,173.0,84.0
110.0,176.0,84.0
108.0,181.0,83.0
109.0,182.0,84.0
108.0,186.0,81.0
108.0,188.0,80.0
109.0,189.0,81.0
110.0,136.0,92.0
110.0,134.0,93.0
109.0,133.0,92.0
108.0,143.0,93.0
109.0,151.0,93.0
109.0,147.0,92.0
109.0,149.0,91.0
110.0,144.0,90.0
110.0,146.0,89.0
109.0,154.0,88.0
109.0,159.0,88.0
109.0,161.0,87.0
109.0,165.0,88.0
108.0,173.0,87.0
110.0,170.0,87.0
109.0,171.0,85.0
110.0,176.0,84.0
109.0,177.0,82.0
110.0,178.0,83.0
108.0,186.0,81.0
109.0,191.0,80.0
108.0,193.0,78.0
108.0,195.0,77.0
109.0,199.0,77.0
109.0,135.0,89.0
109.0,135.0,89.0
110.0,140.0,91.0
110.0,139.0,92.0
110.0,142.0,90.0
110.0,144.0,90.0
110.0,146.0,89.0
110.0,146.0,89.0
109.0,159.0,88.0
109.0,167.0,87.0
109.0,161.0,84.0
109.0,161.0,84.0
110.0,170.0,87.0
108.0,175.0,86.0
108.0,177.0,85.0
109.0,175.0,83.0
109.0,179.0,81.0
109.0,187.0,82.0
109.0,187.0,83.0
109.0,189.0,81.0
109.0,186.0,78.0
109.0,187.0,75.0
109.0,192.0,73.0
107.0,199.0,73.0
109.0,136.0,88.0
109.0,136.0,88.0
110.0,143.0,89.0
110.0,143.0,89.0
110.0,143.0,89.0
110.0,146.0,89.0
110.0,146.0,89.0
110.0,148.0,88.0
109.0,161.0,87.0
109.0,169.0,86.0
109.0,163.0,83.0
109.0,163.0,83.0
110.0,174.0,85.0
108.0,179.0,84.0
108.0,181.0,83.0
109.0,177.0,82.0
109.0,179.0,81.0
109.0,194.0,79.0
109.0,197.0,79.0
109.0,199.0,77.0
109.0,196.0,74.0
109.0,198.0,71.0
109.0,200.0,70.0
107.0,217.0,67.0
